"Labor","Nivel","AnchoPro","AltoPro","Empresa","Tipo","Fecha","Guardia","AnchoReal","AltoReal","CumplimientoRecomendacion","NivelRiesgo","Condicion","Recomendacion","Sostenimiento","GSI","PorcentajeTabla","TipoSostenimiento","Responsable","Operaciones","Seguridad","Geomecanico","Registro","ProcesoMinado","SostenimientoTope","HastialDerecho","HastialIzquierdo","MallasTraslapadas","MallasRotas"
"STP 116N",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-06T00:00:00.000Z""","DIA",5.2,5.2,true,"CRITICO","null","Completar el sostenimiento del ultimo disparo, mejorar en los traslapes para no remangar la malla (martinez), en la intersección se tienen mallas abiertas y zonas sin sostener",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.60","1.70","Si","Si"
"STP 440 W",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-06T00:00:00.000Z""","DIA",5.2,5.2,true,"CRITICO","null","El lado derecho se debe completar el relleno hidraulico, se observa bancos relajados y un chispeo constante. En la insterseccion completar el sostenimiento. ",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.50","1.70","Si","Si"
"STP 896",2960,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-06T00:00:00.000Z""","DIA",5,5,true,"CRITICO","null","realizar el desate en la zona de curvatura, hacia el tope se evidencia mallas cargadas asi como en la interseccion ",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.50","1.50","Si","Si"
"RPA 389",4050,4.5,4,"COPSEM","EXPLOTACION","""2015-11-07T00:00:00.000Z""","DIA",4.2,4.2,true,"MEDIO","null","SE RECOMIENDA RESANAR LAS MALLAS ROTAS",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","Si","1.50","1.50","Si","Si"
"RPA 7840 N",3420,4,4,"COPSEM","EXPLOTACION","""2015-11-07T00:00:00.000Z""","DIA",4.15,4.15,true,"MEDIO","null","SE RECOMIENDA MEJORAR ALTURA DE SOSTENIMIENTO A 1.5 DEL PISO",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.42","1.48","Si","No"
"Cro 544 E",3300,4.5,4,"IESA SA","EXPLOTACION","""2015-11-09T00:00:00.000Z""","DIA",4.12,4.12,true,"MEDIO","null","SE RECOMIENDA CONTINUAR CON LA VOLADURA CONTROLADA MAS RESANE DE LAS MALLAS ROTAS.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.25","1.30","Si","Si"
"STP 154",3600,4,4,"COPSEM","EXPLOTACION","""2015-11-10T00:00:00.000Z""","DIA",5.2,5.2,true,"BAJO","null","SE RECOMIENDA MEJORAR DISTRIBUCION DE ELEMENTOS DE SOSTENIMIENTO",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.42","1.48","Si","No"
"RPA 7840",3420,4,4,"COPSEM","EXPLOTACION","""2015-11-10T00:00:00.000Z""","DIA",4.2,4.2,true,"MEDIO","null","SE RECOMIENDA SEGUIR COLOCANDO LAS MALLAS DE SACRIFICIO FALTA SOSTENIMIENTO ULTIMO DISPARO",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.52","1.45","Si","No"
"Gal 624 W",3300,4,4,"IESA SA","EXPLOTACION","""2015-11-11T00:00:00.000Z""","DIA",4.16,4.16,true,"CRITICO","null","SE RECOMIENDA REALIZAR VOLADURA CONTROLADA, DESATE DE BANCOS SUELTOS SOBRE LA MALLA, RESANE DE LA INTERSECCION CON LA GAL. 615 N,S.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.15","1.11","Si","Si"
"Rpa 910 S",3300,4.5,4,"IESA SA","AVANCE","""2015-11-11T00:00:00.000Z""","DIA",4.05,4.05,true,"CRITICO","null","SE RECOMIENDA REALIZAR VOLADURA CONTROLADA, PRESENCIA DE FALLA PERPENDICULAR AL EJE DE LA LABOR, CONTINUAR CON RESANE DE LAS MALLAS ROTAS.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.00","1.10","Si","Si"
"STP 995",3600,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-11T00:00:00.000Z""","DIA",4.4,4.4,true,"CRITICO","null","Desatado mecanizado, eliminara bancos sueltos antes de sostenimiento con malla  hasta 1.50m del piso y Split de 7’ a 1.20x1.20m.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","2.00","1.70","Si","Si"
"Rpa 910 S",3300,4.5,4,"IESA SA","AVANCE","""2015-11-13T00:00:00.000Z""","DIA",4.3,4.3,true,"CRITICO","null","SE RECOMIENDA REALIZAR EL DESQUINCHE CON TALADROS DE ALIVIO, CORTAR LOS  ELEMENTOS DE SOTENIMIENTO QUE QUEDARON DAÑADOS POR EL DESQUINCHE.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.10","1.00","Si","Si"
"CRO 724",3420,4.5,4,"COPSEM","AVANCE","""2015-11-13T00:00:00.000Z""","DIA",4.2,4.2,true,"BAJO","null","SE RECOMIENDA CONTINUAR CON RESANE Y REALIZAR VOLADURA CONTROLADA.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.45","1.40","Si","No"
"Gal 624 W",3300,4,4,"IESA SA","EXPLOTACION","""2015-11-15T00:00:00.000Z""","DIA",4.05,4.05,true,"MEDIO","null","SE RECOMIENDA REALIZAR VOLADURA CONTROLADA, DESCARGUE DE BANCOS SUELTOS SOBRE LA MALLA, CONTINUAR CON RESANE DE MALLAS ROTAS.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.09","1.00","Si","Si"
"RPA 389 - BRAZO",4050,4.5,4,"COPSEM","AVANCE","""2015-11-15T00:00:00.000Z""","DIA",4.5,4.5,true,"CRITICO","null","SE RECOMIENDA SEGUIR DESCARGANDO MALLAS. CONTROLAR LA PERFORACION Y VOLADURA",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.67","1.30","Si","No"
"STP 896",2960,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-15T00:00:00.000Z""","DIA",5.5,5.5,true,"CRITICO","null","Roca muy fracturada, sección con sobre excavación de 1 m tanto en ancho como en alto, no se respeta la gradiente, mantener el sostenimiento con Split de 7’ a 1.00X1.00 con malla hasta 1.50m del piso",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","2.10","2.0","Si","Si"
"STP 440 ",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-15T00:00:00.000Z""","DIA",5.3,5.3,true,"CRITICO","null","El sostenimiento es sistemático con malla a 1.50m del piso y Split de 7’ a 1.20x1.20",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","3","1.70","Si","Si"
"STP 440 E",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-16T00:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","Estructura fracturada con Formación de cuñas en corona y cajas, sobre excavación que se nota más en la altura que sobrepasa los 5.5m, sostener con Split de 7’ a 1.20x1.20m con malla hasta 1.50m del piso.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","2.00","1.80","Si","Si"
"Stop 765 S",3300,4,5,"IESA SA","EXPLOTACION","""2015-11-16T00:00:00.000Z""","DIA",5,5,true,"MEDIO","null","SE EVIDENCIAN ESPACIOS ABIERTOS DE MALLA SE RECOMIENDA REFORZAR SOSTENIMIENTO, REALIZAR VOLADURA CONTROLADA PARA MANTENER LA SECCION PROGRAMADA.",true,"MF/P",3,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.40","1.50","Si","Si"
"STP 995",3600,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-16T00:00:00.000Z""","DIA",4.6,4.6,true,"CRITICO","null","al lado derecho se tiene tramos con malla cargada en corona y cajas con filtración de agua, , formación de cuñas en corona, sostener según estándar  con SH y malla a 1.50m del piso con Split de 7’ a 1.20X1.20m, controlara la altura a 4m de banqueo para no debilitara el puente",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","2.00","1.90","Si","Si"
"STP 154",3600,4,4,"COPSEM","EXPLOTACION","""2015-11-17T00:00:00.000Z""","DIA",5.2,5.2,true,"BAJO","null","SE RECOMIENDA MEJORAR LA DISTRIBUCION DE ELEMENTOS DE SOSTENIMIENTO.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.42","1.48","Si","No"
"Stop 765 S",3300,4,5,"IESA SA","EXPLOTACION","""2015-11-17T00:00:00.000Z""","DIA",5.14,5.14,true,"CRITICO","null","SE EVIDENCIA ESPACIOS ABIERTOS DE MALLA EN EL ACCESO, SE RECOMIENDA REALIZAR VOLADURA CONTROLADA PARA MANTENER LA SECCION PROGRAMADA, REFORZAR ESPACIOS ABIERTOS DE MALLA.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.50","1.40","Si","No"
"STP 896",2960,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-17T00:00:00.000Z""","DIA",6.4,6.4,true,"CRITICO","null","Presencia de planos de fracturas que definen bloquea se a lo largo d ellos ultimo 20m del stop, las mallas están elevadas dejando espacios abiertos sin sostenimiento en las cajas, en la última intersección se tiene bloques relajados que se deben de eliminar, la altura debe controlarse con relleno detrítico para solo tener un espacio de 4m a menos de altura.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","3.5","3.6","Si","Si"
"STP 440 W",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-17T00:00:00.000Z""","DIA",6.7,6.7,true,"CRITICO","null","Se tiene la corona horizontal mientras el piso esta en negativo razón por la cual  se  tiene sobre altura de 1.70m, al, tope se tiene bloques relajadas con entre el frente y la corona, las, mallas laterales están por encima de los 3m, el sostenimiento non guarda relación con el estándar.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","3.00","3.40","Si","Si"
"STP 160 N",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-17T00:00:00.000Z""","DIA",5.1,5.1,true,"CRITICO","null","Roca relajadas en la comunicación entre las dos alas, pilara desestabilizado por la última sellada del lado derecho el cual se tiene que resostener previa descarga, cuñas abiertas en corona  los 3m, el sostenimiento non guarda relación con el estándar.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.90","1.75","Si","Si"
"Cro 544 E",3300,4.5,4,"IESA SA","EXPLOTACION","""2015-11-18T00:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","SE RECOMIENDA REALIZAR REFUERZO DE ESPACIOS ABIERTOS DE MALLA, REALIZAR VOLADURA CONTROLADA PARA MANTENER LA SECCION PROGRAMADA.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.00","1.10","Si","No"
"Stop 765 S",3300,4,5,"IESA SA","EXPLOTACION","""2015-11-19T00:00:00.000Z""","DIA",4.05,4.05,true,"BAJO","null","PRESENCIA DE ESPACIOS ABIERTOS DE MALLA DESDE EL PUNTO TOPOGRAFICO I48 HASTA I52, SE RECOMIENDA REFORZAR SOSTENIMIENTO.",true,"MF/P",3,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.10","1.05","Si","No"
"RPA 782",3600,4.5,4,"COPSEM","EXPLOTACION","""2015-11-20T00:00:00.000Z""","DIA",4.8,4.8,true,"CRITICO","null","SE OBSERVA AL HASTIAL DERECHO ESTRUCTURA QUE VA CON 240°/32°SE HACIA EL HAST. IZQUIERDO. ROCA CALIZA BITUMINOSA CON PRESENCIA DE FRACTURAS RELLENAS DE CALCITA (2 FAMILIAS) QUE FORMAN APARENTES CUÑAS. SE RECOMIENDA INSPECCIONAR LA LABOR DIARAMENTE VERIFICANDO EL COMPORTAMIENTO DE LOS MISMOS. A 14 MTS DEL TOPE AL HAST. DERECHO MALLAS CARGADAS. SE RECOMIENDA DESCARGAR MALLA (CINTAS ROJAS COLOCADAS)",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.50","1.80","Si","No"
"RPA 7840",3420,4,4,"COPSEM","EXPLOTACION","""2015-11-21T00:00:00.000Z""","DIA",4.5,4.5,true,"CRITICO","null","SE OBSERVA MALLAS CARGADAS A LOS HASTIALES, MALLAS ROTAS. SE RECOMIENDA DESCARGAR MALLAS Y RESANAR/REFORZAR MALLAS QUE FALTAN.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.40","1.30","Si","Si"
"CRO 732",3420,4.5,4,"COPSEM","AVANCE","""2015-11-21T00:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","SE OBSERVA LA PRESENCIA DE UNA FALLA QUE VA DESDE EL HASTIAL IZQUIERDO (5 MTS DEL TOPE) AL TOPE- CENTRO DE LA LABOR. MALLAS CARGADAS A LOS HASTIALES, MALLAS ROTAS. SE RECOMIENDA DESCARGAR MALLAS Y RESANAR/REFORZAR MALLAS QUE FALTAN.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.40","1.30","Si","Si"
"CRO 314",4154,4,4,"COPSEM","EXPLOTACION","""2015-11-22T00:00:00.000Z""","DIA",4.3,4.3,true,"CRITICO","null","SE OBSERVO QUE SE LEVANTO LAS OBSERVACIONES DE MALLAS CARGADAS. QUEDA PENDIENTE RESANE DE ALGUNOS PUNTOS. SE RECOMIENDA CONTROLAR LA SECCION PROGRAMADA, PUESTO QUE LA ROCA PRESENTE ES MUY FRACTURA.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.55","Si","No"
"RPA 782",3600,4.5,4,"COPSEM","EXPLOTACION","""2015-11-24T00:00:00.000Z""","DIA",4.3,4.3,true,"CRITICO","null","SE OBSERVA MALLAS SOBRECARGADAS EN VARIOS TRAMOS. REQUIERE DESATE Y/O DESCARGUE DE MALLAS. SE RECOMIENDAMEJORAR LA P/V CONTROLANDO Y CORRIGIENDO LA ALTURA DE LA SECCION. ADEMAS SE ESTA VERIFICANDO LA APLICACION DE MINI SPLIT SETS EN EL TRASLAPE",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.50","1.50","Si","No"
"STP 369 - PISO 15",4050,4,4.4,"COPSEM","EXPLOTACION","""2015-11-24T00:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","SE OBSERVA MALLAS CARGADAS A 8 Y 17 MTS DEL TOPE. REQUIERE DESATE Y/O DESCARGUE DE MALLAS. SE RECOMIENDA CONTROLAR LA ALTURA DE SOSTENIMIENTO A 1.5 MTS. ADEMAS SE ESTA VERIFICANDO LA APLICACION DE MINI SPLIT SETS EN EL TRASLAPE",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.40","1.40","Si","No"
"stp 660 S",3600,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-24T00:00:00.000Z""","DIA",5.39,5.39,true,"CRITICO","null","la zona de comunicacion se encuentra sin sostenimiento desde hace 2 dias, completar el sostenimiento para ingresar por la comunicacion e iniciar el relleno de la zona sur. ",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.50","1.50","Si","No"
"STP 116",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-24T00:00:00.000Z""","DIA",5.2,5.2,true,"MEDIO","null","hacia el acceso realzaron para nueva bancada, completar el sostenimiento, ",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.50","Si","Si"
"RPA 782",3600,4.5,4,"COPSEM","EXPLOTACION","""2015-11-25T00:00:00.000Z""","DIA",4.1,4.1,true,"MEDIO","null","SE OBSERVO MALLAS CARGADAS DEL TOPE A 7 MTS EN EL HASTIAL IZQUIERDO Y FALTA SOSTENIMIENTO ULTIMO DISPARO. MEJORAR DISTRIBUCION DE ELEMENTOS DE SOSTENIMIENTO.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.45","1.48","Si","No"
"RPA 782",3600,4.5,4,"COPSEM","EXPLOTACION","""2015-11-26T00:00:00.000Z""","DIA",4.5,4.5,true,"BAJO","null","SE OBSERVA MALLAS SOBRECARGADAS EN VARIOS PUNTOS. REQUIERE DESATE Y DESCARGUE DE MALLAS. SE RECOMIENDA MEJORAR LA PERFORACION Y VOLADURA.",true,"F/R",9,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.5","1.5","Si","No"
"CRO 734",3300,4.5,4,"MCEISA","AVANCE","""2015-11-26T00:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","SE OBSERVA QUE A 150 METROS DEL TOPE DE LA LABOR, SE REALZO LA CORONA ALCANZONDO UNA ALTURA DE 6 METROS, SE REALIZO DESATADO CON SCAYLER Y SE RECOMIENDA HACER SOSTENIMIENTO CON MALLA Y SPLIT SET EN AVANZADA ESPACIADOS A 1 METRO PARA LUEGO REFORZAR CON SHOTCRETE.",true,"MF/P",3,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.5","1.5","Si","Si"
"STP 765",3300,4,4,"MCEISA","EXPLOTACION","""2015-11-27T00:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","LA LABOR ESTA EN PROCESO DE SOSTENIMIENTO AL TOPE, SE RECOMIENDA COMPLETAR ESE SOSTENIMIENTOY COLOCAR MALLA DE SACRIFICIO PARA LA PERFORACION Y CARGUIO",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.5","1.5","Si","No"
"CRO 544",3300,4.5,4,"IESA SA","EXPLOTACION","""2015-11-27T00:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","LA LABOR ESTA EN PROCESO DE LIMPIEZA, SE RECOMIENDA HACER EL DESATADO MECANIZADO Y REALIZAR EL SOSTENIMIENTO EN EL TOPE Y COLOCAR LA MALLA DE SACRIFICIO",true,"F/R",9,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.5","1.6","Si","No"
"RPA 403",4154,4,4,"COPSEM","AVANCE","""2015-11-27T00:00:00.000Z""","DIA",4.3,4.3,true,"CRITICO","null","SE OBSERVA ESTRUCTURAS DE ROCA CALIZA INTENSAMENTE FRACTURADO. Y A 6 METROS DEL TOPE AL HASTIAL IZQUIERDO FALLA DE PANIZO Y ROCA. PRESENTO CHISPEO POR LO CUAL SE DESQUINCHO ESE HASTIAL. SE REALIZO DESCARFUE DE MALLAS CARGADAS Y CORTADO DE LAS MISMAS. SE RECOMIENDA RESANAR MALLAS.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.30","1.0","Si","Si"
"STP 160 N",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-27T00:00:00.000Z""","DIA",5.2,5.2,true,"CRITICO","null","AL TOPE SE TIENE MALLA DAÑADA POR VOLADURA, EN LA INTERSECCIÓN CON LA RP DE ACCESO SE TI9ENE ÁREA EXPUESTA SIN SOSTENIMIENTO, FALTA COMPLETARA EL SOSTENIMIENTO DEL SELLADO AL LADO DERECHO.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.8","2.10","Si","Si"
"STP 160 N",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-28T00:00:00.000Z""","DIA",5.1,5.1,true,"CRITICO","null","Bloques sueltos en corona del ultimo disparo, malla cargada en intersección, tramos descubiertos sin malla ni Split set",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","Si","1.8","1.9","Si","Si"
"STP 160 S",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-28T00:00:00.000Z""","DIA",5.4,5.4,true,"CRITICO","null","En la intersección, 5 m antes del tope y parte de la corona del acceso se tiene mallas cargadas con bloques y rocas sueltas, falta completara el sostenimiento del último disparo. ",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.8","1.7","Si","Si"
"cro 816",3300,4.5,4,"MCEISA","AVANCE","""2015-11-29T00:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","LA LABOR SE ENCONTRO COLO0CANDO LA MALLA DE SACRIFICIO, SE RECOMIENDA COMPLETAR EL SOSTENIMIENTO Y REALIZAR LOS NUEVE TALADORS EN CORONA Y PREPARAR CAÑAS.",true,"MF/R",6,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.6","1.7","Si","Si"
"Stp. 369-P.12",4050,4,4,"COPSEM","EXPLOTACION","""2015-11-29T00:00:00.000Z""","DIA",4.2,4.2,true,"BAJO","null","Desatado minucioso de rocas despues de cada actividad.",true,"MF/B",7,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.50","1.50","Si","No"
"Stp. 440 E",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-29T00:00:00.000Z""","DIA",5.7,5.7,true,"CRITICO","null","Formación de bloques en hastiales, sección sobre excavada, en la intersección  de los breasting se tiene tramos que faltan sostener, en el inicio del stp. En el punto de carguío se tiene rocas sueltas y bloques abiertos en la malla. La altura de la malla con respecto al piso  mayor a 1.50msostenimiento por encima del estándar.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.80","2.10","Si","Si"
"Stp. 160 N",2860,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-29T00:00:00.000Z""","DIA",5.46,5.46,true,"CRITICO","null","Al lado derecho se tiene voladizo con respecto al corte anterior,  corona con formación de bloques producto del fractura miento y la voladura, sección sobre excavada, sostenimiento por 1.50mabiertos en la malla. La altura de la malla con respecto al piso  mayor a 1.50msostenimiento por encima del estándar.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.80","1.95","Si","Si"
"STP 369 - 15 - SN",4050,4,4,"COPSEM","EXPLOTACION","""2015-11-30T00:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","SE OBSERVA MALLAS SOBRESALIDAS Y ALTURA DE SOSTENIMIENTO INCORRECTO. SE RECOMIENDA CONTROLAR LA ALTURA DE SOSTENIMIENTO A 1.5 MTS DEL PISO. DESATE DE ROCA CONSTANTE Y MINUCIOSO",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.3","1.7","Si","No"
"RPA 782",3600,4.5,4,"COPSEM","EXPLOTACION","""2015-11-30T00:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","SE OBSERVA QUE FALTA DESATE DE ROCAS AL TOPE. MALLAS CARGADAS Y TRAMOS DE MALLAS ROTAS. LA ROCA PRESENTA LIGERO LAJAMIENTO. FALTA SOSTENIMIENTO AL TOPE. SE RECOMIENDA CORREGIR LA ALTURA DE SOSTENIMIENTO A 1.5 MTS Y CONPLETAR SOSTENIMIENTO AL TOPE",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.4","1.3","Si","Si"
"Gal 603 ",3300,4,4,"MCEISA","EXPLOTACION","""2015-11-30T00:00:00.000Z""","DIA",4.3,4.3,true,"BAJO","null","Se recomienda sostenimiento al tope, desate minucioso y constante, colocar malla de sacrifio obligatoriamente.",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.35","1.5","Si","No"
"STP 440 E",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-11-30T00:00:00.000Z""","DIA",5.4,5.4,true,"CRITICO","null","Formación de cuñas en corona, mallas rotas y sobrecargadas, altura por encima de los 5m, en la intersección se tiene tramos sin sostener otros con carga muerta en la malla, goteo constante de agua.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.5","1.9","Si","Si"
"Cro 544 E",3300,4.5,4,"IESA SA","EXPLOTACION","""2015-12-01T00:00:00.000Z""","DIA",4.13,4.13,true,"CRITICO","null","Continuar con desate de rocas sueltas cargadassobre la malla electrosoldad, continuar con resane de mallas rotas.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.51","1.38","Si","Si"
